name,category,review.point,price,description
" dewar’s white label, 40%",Blended Scotch Whisky,85,25,"honey, fudge, a little melon and white grape, dry roasted spices, and peppercorn, but noticeably less fruit than the age-statement varieties. the palate has pulpy white melon, lemon, lime, and some grapefruit acidity, before sweetening with honey. quite tart at times, some peppery spice collaborates before the vanilla cream and green fruits take charge. a clean, juicy finish of lemon zest and mild spices coats the throat."
"king's crest, 25 year, 40%",Blended Scotch Whisky,85,225,"delicate, yet nicely balanced. notes of peaches and cream, meadow flowers, subtle berry fruits, soft vanilla, and light honey. gentle, pleasing oak finish. nice dovetailing of flavors and very drinkable. a good example of a lighter-style mature blend, and quite the antithesis of the johnnie walker blue anniversary bottling reviewed above. a pleasing warm weather scotch, or perhaps before dinner as an aperitif. 
"
"gordon & macphail single cask #12274 (distilled at ardmore) 1990 vintage, 56.4% abv",Single Malt Scotch,85,65,"ardmore whiskies i’ve enjoyed in the past have been soothingly malty. many have also been recognizably smoky, which is rare for a speyside whisky. this one, aged in a first fill bourbon barrel, is true to its roots. it is a clean whisky, with a creamy, soothing maltiness throughout. the palate is entertained by notes of vanilla and honey, with anise, white pepper and a teasing smokiness. the thick maltiness and soft smokiness linger long on the finish. a very underrated whisky. 
"
"the arran malt, single sherry cask, (cask#69), 1998 vintage, 56.6%",Single Malt Scotch,85,80,"predominantly fruity -- the sherry cask is obvious, but it’s not heavy or dominant. clean, bright orchard fruit blends in nicely with strawberry rhubarb pie, light toffee, dates, dark chocolate, and polished oak. long, soothing, oily finish. another solid effort from this young distillery."
"douglas laing provenance (distilled at arran) 12 year old, 46%",Single Malt Scotch,85,63,"distilled in february 2000 and matured in a single refill hogshead, this example of arran is part of the provenance range which highlights the season of distillation on the bottle label. malt, salt, milk chocolate, vanilla, and developing citrus notes on the fragrant nose. quite full in the mouth, fruity and zesty, with a hint of grist. long and softly spiced in the finish, with almonds and a final suggestion of aniseed. £40"
"arran malt orkney bere, 56.2%",Single Malt Scotch,85,95,"isle of arran distillers has introduced a second edition of its orkney bere expression, made with an ancient variety of barley still cultivated in the orkney islands and aged in bourbon barrels. it is a cask strength 10 year old variant, and 4,890 bottles are available. the nose is quite oily, with ripe peaches and pineapple cubes, plus developing floral notes. viscous and sweet on the palate, with tangerines, caramel, and rich spices. the finish is lengthy, with coconut and milk chocolate-coated caramel."
"auchentoshan, 1966 vintage, 37 year old, 48.1%",Single Malt Scotch,85,150,"style: lowland single malt scotch color: antique gold aroma: dry but creamy, with notes of vanilla, marshmallow, honey, and tropical fruit (pineapple, coconut). palate: malty and creamy up front, with vanilla, marshmallow, and a hint of honey; briefly becoming fruity (again, the tropical fruits) before turning dry and oaky, with a big, long, dry finish (especially for a triple-distilled lowlander). 
   general comments: as i have written in the past, lowland whiskies are known for maturing nicely at a younger age. but most people don't know that some (especially auchentoshan) are delicious at older ages too. as mentioned in my 'from the stills' column, older vintages of auchentoshan are now only being offered to individual retailers, one cask at a time, and this is one of those casks. it is one of many 1966 vintage auchentoshan whiskies i have enjoyed over the past 15 years. auchentoshan, from a balance and complexity perspective, seems to be best in the 20-30 year old range. still, having said this, this one holds up fairly well for its age. price: approx. $150. available exclusively at park avenue liquors."
"auchentoshan 1998, 54.6%",Single Malt Scotch,85,70,"this 1998 vintage triple distilled lowland auchentoshan has been matured in fino sherry casks, which are rarely used for scotch whisky maturation. the nose presents violets in fresh soil, honey, spice, developing citric fruit notes, and almonds. quite full-bodied, fruity and zesty in the mouth. lengthy in the finish, with spice, nuts, and oak. becoming dry and gingery at the last. "
"auchentoshan valinch, 57.5%",Single Malt Scotch,85,60,"auchentoshan valinch is essentially a cask strength version of the popular classic expression. it is named after the metal tube used to extract samples of spirit from the cask. a nose of tinned peaches in syrup, madeira, cinnamon, newly-planed wood, coconut, and vanilla notes. sweet and spicy on the creamy palate, with vanilla, honey, and praline. oak and spice in the peach liqueur-like finish."
"auchentoshan springwood, 40%",Single Malt Scotch,85,53,"part of auchentoshan’s new travel retail line-up, springwood carries no age statement, contains younger whiskies than heartwood, and has been matured in 100 percent ex-bourbon wood. acetone, tinned peaches in vanilla, and whipped cream on the floral nose. the palate is clean and fruity, initially citric, with emerging apricots in honey, and fresh spices. more spice in the finish, with focuses on milk chocolate, cinnamon, and a suggestion of madeira.  €42"
"auchentoshan valinch 2012, 57.2%",Single Malt Scotch,85,60,"this is the second edition of auchentoshan’s cask strength valinch bottling, which carries no age statement and has been matured in first-fill bourbon casks. as with the previous valinch expression, only 2,000 cases have been released globally. very fragrant on the nose, with pears, applesauce, and vanilla fudge. spice, cream, and lively jaffa oranges on the palate. a touch of (not unpleasant) new make spirit comes through in the relatively lengthy finish."
"that boutique-y whisky company (distilled at auchentoshan) batch 2, 46.6%",Single Malt Scotch,85,101,"batch 2 runs to 295 bottles and, in common with the rest of the range, carries no age statement. peaches in brandy, ginger, honey, and milk chocolate on the pleasingly floral nose. the palate is silky, with more floral notes, plus cedar, oak, and soft spices. almonds and allspice in the medium length finish. £63/500 ml"
"auchentoshan cooper’s reserve 14 year old, 46%",Single Malt Scotch,85,100,"exclusive to the travel retail arena, this expression of auchentoshan was aged for 14 years in a mix of bourbon and oloroso sherry casks. it is not chill-filtered prior to bottling. the nose yields polished oak, malt, milk chocolate, marzipan, figs, apricots, and ginger. rich and full on the palate, spicy, with vanilla, mango, and finally seville oranges. medium to long in the finish, with almonds, soft oak, and warming spices."
"auchentoshan blood oak, 46%",Single Malt Scotch,85,100,"a non-chill filtered bottling matured in a mixture of bourbon and red wine casks. the nose offers a big early orange hit, vanilla, and red wine notes. smooth on the palate; more orange, black pepper, and spicy red wine.  the finish is relatively long and spicy, with bitter chocolate orange. (travel retail exclusive)"
"balblair, 1991 vintage, 43%",Single Malt Scotch,85,130,"here’s the older sibling to the 1997 vintage released in u.s. at the same time. it costs twice as much as the 1997 vintage, and guess what? i like the less expensive 1997 vintage better (because of its lovely balance and creamy texture). still, this 1991 vintage is a nice whisky, rich with vanilla, coconut cream, citrus (orange, tangerine), pineapple, and sultana. a soothing, mouth-coating texture lingers, with some polished oak on the finish. "
"balblair 2004 sherry matured, 46%",Single Malt Scotch,85,83,"balblair has released two travel retail-exclusive variants of its 2004 vintage, matured in bourbon barrels and sherry casks respectively. the sherry matured version was aged in american and spanish oak sherry butts. it is only available in asia. oriental spices, soft leather, and damsons on the nose. milk chocolate-coated turkish delight in time. the palate features lively spices, cooking apples, vanilla, medium-sweet sherry, and hazelnuts. spices persist in the finish, with honey and raisins."
