name,category,review.point,price,description,percent
"wemyss malts distilled at tormore 1988 floral trellis, 46%",Single Malt Scotch,87,189.0,the nose is sweet think barley sugar/boiled sweets with little bits of wheat chaff flying around in the background with dried flower petals and drying cut grass opens dramatically with water into almond milk/horchata and flowers the palate is sweet and lifted with those gentle florals to the fore instead of tormore’s normal nagging rigidity this flows sweetly over the tongue leaving fruit leather stewed rhubarb and with water rosewater and fresh wild strawberry a lovely tormore £118,46.0
"wemyss malts stem ginger preserve distilled at mortlach 1995, 46%",Single Malt Scotch,87,133.0,this is mortlach in musing mode an aroma that initially brings to mind a woolen mill then opens into sweet spice light syrup with the sense of the distillery’s weight always present a rippling kind of muscularity with some rapeseed oil with water the palate starts lighter and more fruity than you’d expect then comes rooty weight with yes a distinctly gingery slant water shows more beeswax/honeycomb substantial and spicy £85,46.0
"wemyss malts waffles and ice cream distilled at clynelish 1997, 54.2%",Single Malt Scotch,87,144.0,released in wemyss malts’ cask strength single cask releases range this expression of clynelish was aged in a refill hogshead initially big coffee and ginger notes on the nose sweet orchard fruits develop in time along with a pinch of table salt very sweet and spicy on the palate with icing sugar and soft toffee salt white pepper and light oak in a long spicy finish 274 bottles £100,54.2
"wemyss malts distilled at blair athol autumn berries, 46%",Blended Malt Scotch Whisky,87,132.0,distilled in 1986 this single cask from blair athol distillery in perthshire yielded 268 bottles and the nose offers sweet fruits principally apple and orange plus walnuts vanilla and brittle toffee becoming softer and creamier with time dark fruit notes on the palate notably blackcurrants and cranberries with caramel and cinnamon the finish is quite viscous with a little oak freshlysqueezed lemons and licorice twists £85 ,46.0
"wemyss malts distilled at invergordon mocha moment 1988, 46%",Single Grain Whisky,87,127.0,a rather moreish grain and wemyss certainly nailed the chocolate orange aromas on the nose here bright bursts of rich orange and comforting milk chocolate accompany gentle underlying spices star anise treacledrizzled hams and godiva mint pearls the palate is easygoing with chocolate muffins condensed milk dates and milky coco pops there is oak but it’s never obtrusive and of course cold mocha that fades slowly until the moment has passed 240 bottles £102,46.0
"black bull kyloe, 50%",Blended Scotch Whisky,87,29.0,kyloe is the old scots name for the famous hairy horned breed of highland beef cattle better known in scotland as a heilan coo this bright nas whisky has aromas of fresh orange lemon grapefruit and light muscovado sugar it is soft and sweet to drink with lemon sherbet notes some fruity piquancy and rich butterscotch with some peppermint creeping in on the finish,50.0
"anchor bay, 40%",Blended Malt Scotch Whisky,87,48.0,lombard’s blend of speyside malts pleases with an agreeable nose of orchard blossoms flower honey caramel dry hay and pears baked in brown granulated sugar it’s homey and comforting favoring its floral and fruity side this is a light sweet whisky that sweeps around the mouth radiating maltiness apple grapefruit dried mango strips and mingling spices a studiously long finish of sucked caramel candy and beeswax follows a smart choice for the beginning of the evening £30,40.0
"old masters freemason whisky, 40%",Blended Scotch Whisky,87,30.0,originally created by lombard for the freemasons this has a flavorsome nose of dark chocolate chip cookies light spices coconut macaroons malt and bright fresh bananas the palate is light and unobtrusive with honey and malt reinforced by the spices running underneath a shift develops to some later cocoa and chocolate notes and the mocha finish fades gracefully a finely balanced concoction and you will rarely find this quality and flavor for the price,40.0
"kilchoman, winter 2010 release, 46%",Single Malt Scotch,87,63.0,aged in both refill and new bourbon casks the new bourbon casks are evident and i think it adds richness vibrancy and perceived maturity which i like when compared to the previous summer 2010 release very pale in color brooding with licorice root coal tar bacon fat damp peat bright fruit citrus and pear and intriguing botanicals all on a soothing bed of vanilla malt smoky briny finish i’m still amazed how this very young whisky can taste so mature well done ,46.0
"kilchoman 100% islay distilled 2008, bottled 2011, 50%",Single Malt Scotch,87,100.0,the only islay distillery not on the coast  and the most westerly on the island  kilchoman is reviving the tradition of farm distilling and this limited edition release uses locally grown optic barley malted at the distillery very creamy with some stewed apple green banana and when diluted sponge cake mix the smoke develops on the palate adding an earthy note rich with some clove and licorice on the finish well worth a look ,100.0
"kilchoman 100% islay 3rd edition, 50%",Single Malt Scotch,87,92.0,here you have the sweetness of rising bread alongside scallop and wreathes of smoke all lit by west coast sunshine the peat isn’t dank but bright and flaming the palate is sweetly seductive before the smoke begins to come through then it sweetens like golden syrup then the shore comes back and so it continues water ups the impact of each so be careful as it can then seem disconnected sweet beachy smoky very islay,100.0
"kilchoman coull point, 46%",Single Malt Scotch,87,76.0,this strikes me as being the most overtly smoky of kilchoman’s recent bottlings and also the sweetest intense and very forward there’s baked apple humidor notes honeydew melon fresh shellfish water brings out a puttylike youthfulness so take it neat the palate is amazingly sweet think golden syrup then the smoke folds itself over a goodand wellpricedintroduction for newcomersworld of whiskies uk travel retail only £45,46.0
"royal lochnagar 'selected reserve,' 43%",Single Malt Scotch,87,210.0,so nice to see this whisky available here in the us again a more mature more sherried expression of the standard royal lochnagar rich silky and sweet with molasses nutty toffee old demerara pot still rum caramelized fig marmalade and juicy oak more subtle notes of honeyed ginger coffee grounds and tobacco leaf add complexity a soothing postprandial dram,43.0
"adelphi distilled at glen moray 27 year old, 56.8%",Single Malt Scotch,87,158.0,each independent bottler has its own signature style adelphi’s is about relaxed contemplative drams with rich maturity and a certain seriousness here you see this plus crème brûlée sitting in front of a sandalwood backdrop with a bunch of basil mint thrown in the opening is slow and while the inherent sweet nature of the distillery is there hazelnuttish oak helps to add structure and stops any flabbiness from intruding a luscious dram £99,56.8
"glen moray elgin classic, 40%",Single Malt Scotch,87,25.0,this offers an enticing nose of honey malt and barley sugarsweet and floral peaches in cream on the palate a suggestion of madeira milk chocolate and brazil nuts cocoa citrus fruits and light oak in the mediumlength finish value pick,40.0
